id,name,ibu,ibu_category,srm,srm_category,abv,abv_category,ebc,description,image_url,ingredients,ph,food_pairing,tagline,brewers_tips
172,Single Hop Enigma IPA - B-Sides,50.0,High,5.0,Deep Gold,5.0,Low,10.0,"A cheeky play with a new hop on the pilot kit. Expect notes of redcurrant, melon and citrus. An intriguing possibility for the future.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Propino Pale Malt', 'amount': {'value': 4.1, 'unit': 'kilograms'}}], 'hops': [{'name': 'Enigma', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Enigma', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Enigma', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢ & Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['JalapenÌƒo poppers with blue cheese dip', 'T-bone steak with fried onions', 'Carrot cake with cream cheese frosting']",Enigma Hopped IPA.,Enigma has a very high alpha acid so be careful not to over do the bittering hops.
173,Chinook - IPA Is Dead,100.0,High,6.0,Deep Gold,7.2,Low,12.0,"2015 IPA is Dead series. Often used as a combination hop for American Pale Ales and IPAs, Chinook can really shine when left to front a beer all on its own. The main reason for this is that itâ€™s thunderously piney, with a fistful of spice kicked up in your face as you lie on the beach. A true heavyweight of the brewing industry.",https://images.punkapi.com/v2/173.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.39, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 13.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 41.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 41.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Chicken fajita spiced monteray jack quesadillas', 'Chilli lime and coriander marinated king prawn cocktail', 'Margarita key lime pie']",Single Hop India Pale Ale.,Chinook is a hop that can really shine on its own so don't be shy and really throw it at this IPA
174,Konnichiwa Kitsune,70.0,High,15.0,Amber Brown,4.4,Low,30.0,"Named in a slight deviation from our Hello My Name Is series, Konnichiwa Kitsune is a Japanese- inspired, yuzu-infused Imperial IPA, brewed with Amarillo, Cascade and Citra. These punchy new world hops bring orange, grapefruit and lime to back up the yuzu aroma and flavour. Big mandarin notes, balanced against a caramel malt biscuity base.",https://images.punkapi.com/v2/174.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.13, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.86, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Citra', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 18.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavoour'}, {'name': 'Citra', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavouor'}, {'name': 'Cascade', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 137.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 87.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Fresh seared tuna and rocket salad', 'Lemon meringue pie', 'Baked chicken with yuzu reduction']",Hello My Name Is Yuzu.,"Squeeze the fresh yuzu juice directly into the beer after primary fermentation is complete. Putting it in the hot wort may seem like better practice, but the juice will cook and some of the fresh citrus character will be lost."
175,San Diego Scotch Ale (w/Ballast Point),70.0,High,95.0,Black,9.0,Medium,190.0,"Whisky cask aged with raisins soaked in rum. Warm, chocolatey and boozy with refreshing resinous bitterness and a lingering toasty biscuit background from the malt. Toasted oak comes courtesy of the barrels and spicy, sweet, dark fruit flavours from the rum soaked raisins.",https://images.punkapi.com/v2/175.png,"{'malt': [{'name': 'Pale Ale - Tipple', 'amount': {'value': 8.32, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 1.79, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 1.19, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.59, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'First Gold', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Challenger', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Venison stroganoff', 'Chilli dog', 'Toffee chocolate cheesecake']",Imperial Scotch Ale With Rum & Raisin.,"Soak oak chips in rum, then steep in the beer for the rum cash finish."
176,Old World India Pale Ale,80.0,High,25.0,Deep Brown,7.5,Low,50.0,"This recreated the epic IPAs that were sent on monumental ocean voyages from England to India by sea in the 1800s. Medium bodied with a complex malt profile, backed up with intense bitterness and a woodsy, earthy rich English hop character.",https://images.punkapi.com/v2/176.png,"{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 6.25, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.25, 'unit': 'kilograms'}}], 'hops': [{'name': 'Bramling Cross', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'First Gold', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Bramling Cross', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Honey glazed ham with spicy roasted carrots', 'Mature cheddar with spicy chutney', 'Peach cobbler']",English India Pale Ale.,"In beers like this with a hefty malt bill, it pays to check a spoonful of the mash with some iodine solution. This will indicate if the mash has converted all of the starch into fermentable sugars. If the colour is very dark, just extend the mash rest by 10 mins and check again."
177,Dog D,85.0,High,200.0,Black,16.1,High,400.0,"Dog D is an extra special brew, marking 8 years of BrewDog. Like Dog A, B & C before it, Dog D is an Imperial Stout with speciality ingredients, only this time weâ€™ve barrel-aged it too. Dog D pours like dark matter into your glass, with a deep tan head. The nose is subtle but powerful, and on the palate, thereâ€™s a treacle toffee backbone, supporting the spicy hop flavour and naga chilli heat.",https://images.punkapi.com/v2/177.png,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 7.5, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.75, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.75, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.75, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.75, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Fuggles', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Fuggles', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Willamette', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Ginger Powder', 'amount': {'value': 1.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Honey', 'amount': {'value': 1250, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Cold Infused Coffee', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.3,"['Sriracha infused shredded beef', 'Chipotle steak tacos', 'Chilli chocolate fondant']",Anniversary Imperial Stout.,"Steep the coffee in the hot wort for short periods to get the best extraction of aromatic oils, without gaining too much bitterness."
178,Simcoe,70.0,High,15.0,Amber Brown,6.7,Low,30.0,"A special release of our IPA is Dead series - IPA is Dead Simoce. Hopped to hell with citrusy bitter and aroma hops from the West Coast of the USA. Bitter, orange, mandarin, floral, this IPA showcases the best the west has to offer.",https://images.punkapi.com/v2/178.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 4.75, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.32, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.32, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Beer roasted chicken', 'Ham and pineapple pizza', 'Chocolate cake drizzled with orange']",Single Hop India Pale Ale.,Get the freshest Simcoe for the best profile.
179,How To Disappear Completely,198.0,High,19.0,Brown,3.5,Low,37.0,"Jam-packed with two of our favourite hops - Columbus and Centennial, it has 198 (yes one hundred and ninety eight) theoretical IBUs. We use a lot of caramalt, some amber malt and some chocolate malt to give the little beer as much body and mouthfeel as possible and the ability to handle all the hops we threw at it. We think this beer is the worldâ€™s first ever Imperial Mild. Imperial in terms of hop profile. An Imperially Hopped Mild. BrewDogâ€™s Imperial Mild. How to Disappear Completely.",https://images.punkapi.com/v2/179.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 2, 'unit': 'kilograms'}}, {'name': 'Wheat Malt', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Pale Crystal 60', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Dark Crystal 350', 'amount': {'value': 0.081, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.081, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.081, 'unit': 'kilograms'}}], 'hops': [{'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 18.8, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 18.8, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Galena', 'amount': {'value': 18.8, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 18.8, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3522 - Belgian Ardennesâ„¢'}",4.4,"['Spicy pork sausages with red potato mash', 'Turnip beef stew with crusty fresh baked bread', 'Summer berry cheesecake']",Fake Fix Double IPA.,"Dry Hopping: Columbus 37.5g, Centennial 37.5g, Galena 37.5g, Horizon 37.5g"
180,Doodlebug,35.0,Undefined,5.0,Deep Gold,2.5,Low,10.0,"Doodlebug is our fusion of low strength and enormously high tropical hop levels â€“ think a mashup of Hop Fiction and How to Disappear Completely, and youâ€™re almost there. Clocking in at 2.8% ABV, Doodlebug is keg-only and is packed with Amarillo, Chinook and Mosaic; letting fly a hoppy buzzbomb at sub-session-strength.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Pilsner', 'amount': {'value': 1.69, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Chinook', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Mosaic', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.2,"['Lightly curried spiced chickpea dip', 'Fried calamari with a mild sauce', 'Lemon sherbet cookies']",Hoppy Sub-Session Pale Ale.,Wheat and flaked oats can help to add to the body of the beer. This makes up for the lack of alcoholic bite.
181,Vic Secret,70.0,High,15.0,Amber Brown,7.4,Low,30.0,"Piney, citrusy and resinous with herbal notes, Vic Secret is dual-purpose (flavour & bitterness) perfect for brewing up a single hop IPA.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.4, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'Vic Secret', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Vic Secret', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Vic Secret', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Vic Secret', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Roasted duck', 'Gorgonzola and rye nut bread with smoked honey ham', 'Raspberry coffee cheesecake']",Single Hop India Pale Ale.,"You can always add more hops, but it is difficult to take them away. Carry out multiple additions of the hops during dry hopping to achieve the best profile."
182,All Day Long - Prototype Challenge,30.0,Undefined,21.0,Ruby Brown,2.8,Low,42.0,"Prototype Challenge 2014. All Day Long is a mild like no other. This complex, low-alcohol brew was the third of our 2014 Prototypes. Featuring a boatload of seven different speciality malts and some of our favourite hops, this beer is resinous at first, transitioning into something akin to bitter orange marmalade spread onto a thick bread crust. This is for everyone who said BrewDog would never brew a mild...",https://images.punkapi.com/v2/182.png,"{'malt': [{'name': 'Caramalt', 'amount': {'value': 3.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 8.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Chunky orange marmalade on toast', 'Prawn toast with sweet chilli sauce', 'Lemon tart']",Malty Low ABV Ale.,"In any low ABV fermentation after primary fermentation has finished if the beer smells or tastes like wort, allow it to condition on the yeast for an extra 24 - 48 hours. This can round the profile off well."
183,Nuns With Guns,25.0,Medium,9.5,Medium Amber,4.2,Low,19.0,"A dry-hopped Session Pilsner. At 4.2% this amber-hued lager packs a malty punch with toasty Munich character and a light caramel sweetness. From here, things take a sharp turn towards the hoppy flavour, with some serious US citrus packed classic hops.",https://images.punkapi.com/v2/183.png,"{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 3.38, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 1.25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 2007 - Pilsen Lagerâ„¢'}",4.4,"['Falafel and hummus pitta wrap', 'Bratwurst with spicy relish', 'Strawberry tart']",Dry-Hopped Lager.,Keep the temperature of the fermentation as close to 12C as possible (or below). This allows the yeast to create a crisper and cleaner beer.
184,Atlantic IPA Ale,80.0,High,13.0,Deep Amber,8.0,Low,55.0,"Like IPA historically would have been. Part of this beer was aged on a fishing boat in an oak cask and released as ""Atlantic IPA"".",https://images.punkapi.com/v2/184.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.73, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.52, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 0.52, 'unit': 'kilograms'}}], 'hops': [{'name': 'First Gold', 'amount': {'value': 146, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'East Kent Goldings', 'amount': {'value': 47, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Fuggles', 'amount': {'value': 46, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Bramling Cross', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Goldings', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Safale US-05'}",4.4,"['Smoked venison sausage', 'Very mature Cheddar', 'Fettucine alfredo']",IPA Of Yesteryear.,Ensure you aerate the wort to get a nice clean fermentation and really get the best out of the UK hops.
185,Tactical Nuclear Penguin,1157.0,High,127.0,Black,32.0,High,250.0,"This beer is about pushing the boundaries, it is about taking innovation in beer to a whole new level. Dark and decadent, plum, treacle and roast coffee are amplified beyond any stout you've had before.",https://images.punkapi.com/v2/185.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 11.25, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 1.75, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Roasted Barley', 'amount': {'value': 0.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'WLP099 - Super High Gravity Ale'}",4.4,"['Lobster thermidor', 'Pan fried Foie Gras', 'Vanilla bean white chocolate']",Uber Imperial Stout.,"This level of alcohol can be achieved using a domestic freezer. Use a container with a tap close to the bottom so you can run the un-frozen, concentrated beer from under the ice on top. You may have to do this three or four times."
186,Jasmine IPA,40.0,High,17.5,Brown,5.8,Low,35.0,"This has big floral aromas backed up with some of our favourite fruity hop flavours. Bitter, bright and refreshing, our Jasmine IPA is a perfect spring beer for drinking outside (under a patio heater, with a pair of gloves on).",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 4.69, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Motueka', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Jasmine', 'amount': {'value': 31, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Jasmine', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Chicken satay', 'Thai fishcakes', 'Honey and almond sponge cake']",Floral & Fruity India Pale Ale.,"When dry hopping with the jasmine, use a muslin or cloth like a tea bag, and make sure it has a heavy object in it (ensure its clean). This will help to keep the jasmine submerged in the beer for better flavour extraction."
187,Lichtenstein Pale Ale,50.0,High,8.5,Medium Amber,5.2,Low,17.0,"Dry-hopped with some of our hop heroes, bringing incredibly fruity aromas of zesty orange, pithy grapefruit, pungent pine and resin, backed up with spicy, toasty malt flavours of toffee, biscuit, rye bread and toast crust.",https://images.punkapi.com/v2/187.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 3.38, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.13, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.25, 'unit': 'kilograms'}}], 'hops': [{'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 6.25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 6.25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Spicy fish tacos', ""Bacon mac 'n' cheese"", 'Pear crumble']",Us-Hopped Rye Pale Ale.,"Munich malt adds a biscuit sweetness, while the rye adds a spicy bready character."
